Events,CategoryID,Date,Days
Healthcare Admissions Advantage Registration,Special Event,9/10/2018,Monday
Art Exhibit: Community Narrative,Arts,9/10/2018,Monday
Using Canvas to Complete Pathways Ass...,Seminar/Conference,9/10/2018,Monday
Seminar: Emerging issues in implementation science,Seminar/Conference,9/10/2018,Monday
Storytelling as Social Justice,Special Event,9/10/2018,Monday
Storytelling as Social Justice,Diversity,9/10/2018,Monday
Music on Mondays featuring Flutist Don Bailey & Pianist Dianne Frazer,Music/Theatre/Dance,9/10/2018,Monday
Healthcare Admissions Advantage Registration,Special Event,9/11/2018,Tuesday
Corps of Cadets Silent Formation for 9/11,Corps,9/11/2018,Tuesday
Qualtrics Basics -Understanding Surve...,Seminar/Conference,9/11/2018,Tuesday
Using Canvas to Complete Pathways Ass...,Seminar/Conference,9/11/2018,Tuesday
Art Exhibit: Community Narrative,Arts,9/11/2018,Tuesday
Professional MBA Online Information Session,National Capital Region,9/11/2018,Tuesday
Creating and Managing Online Groupwork,Seminar/Conference,9/11/2018,Tuesday
Pathways Assessment: How to Prepare a...,Seminar/Conference,9/11/2018,Tuesday
PPE Meet and Greet,Academic,9/11/2018,Tuesday
PPE Reading Group,Academic,9/11/2018,Tuesday
Acoustic Cafe,Music/Theatre/Dance,9/11/2018,Tuesday
Through Feminist Eyes,Academic,9/11/2018,Tuesday
Through Feminist Eyes with Dr. Andrea N. Baldwin,Academic,9/11/2018,Tuesday
Healthcare Admissions Advantage Registration,Special Event,9/12/2018,Wednesday
2018 Kentland Beef & Forage Day,Seminar/Conference,9/12/2018,Wednesday
Conversation on Identity and Community,Academic,9/12/2018,Wednesday
Art Exhibit: Community Narrative,Arts,9/12/2018,Wednesday
VT Unfinished Conversation,Academic,9/12/2018,Wednesday
"Arabic Coffee Hour ""Dardashe""",Academic,9/12/2018,Wednesday
Simply Elemental Presents: Music and Poetry in the Allee,Special Event,9/12/2018,Wednesday
Hokies in Silicon Valley,Special Event,9/12/2018,Wednesday
Reading by Author Cathryn Hankla,Special Event,9/12/2018,Wednesday
Reading by Author Cathryn Hankla,Special Event,9/12/2018,Wednesday
"""Too Much Light Makes the Baby Go Blind"" by Greg Allen.",Music/Theatre/Dance,9/12/2018,Wednesday
Venture Builders Workshop: Finding First Customers,Entrepreneurship,9/12/2018,Wednesday
Healthcare Admissions Advantage Registration,Special Event,9/13/2018,Thursday
Time Management,Administration,9/13/2018,Thursday
2018 Virginia Smart Farming Conference: Using Controlled Environment Agriculture,Seminar/Conference,9/13/2018,Thursday
Technology for Student Success,Seminar/Conference,9/13/2018,Thursday
LGBTQ Climate Survey Presentation,Academic,9/13/2018,Thursday
Art Exhibit: Community Narrative,Arts,9/13/2018,Thursday
Using Photoshop,Seminar/Conference,9/13/2018,Thursday
Corps of Cadets Gunfighter Panel,Corps,9/13/2018,Thursday
Dr. Oswaldo Estrada,Academic,9/13/2018,Thursday
Information Session: EDCI 3954/5954: Informal Learning in Northern England (Study Abroad),Academic,9/13/2018,Thursday
VT Arabic Reflect and Share,Academic,9/13/2018,Thursday
An Evening Of Bunraku - Traditional Japanese Puppetry Performance and Film Screening,Music/Theatre/Dance,9/13/2018,Thursday
BUNRAKU,Movie/Film,9/13/2018,Thursday
Bunraku Japanese Puppetry,Music/Theatre/Dance,9/13/2018,Thursday
"""Too Much Light Makes the Baby Go Blind"" by Greg Allen.",Music/Theatre/Dance,9/13/2018,Thursday
Payday,Administration,9/14/2018,Friday
Healthcare Admissions Advantage Registration,Special Event,9/14/2018,Friday
2018 Corps of Cadets Reunion,Corps,9/14/2018,Friday
Art Exhibit: Community Narrative,Arts,9/14/2018,Friday
"CANCELLED DUE TO WEATHER: ""Scarlett Plays Politics: Gender and Nationalism on the Confederate Home Front""",Special Event,9/14/2018,Friday
Classics Club Meeting,Club,9/14/2018,Friday
Season Opener: Paul Taylor Dance Company and Pablo Ziegler Ensemble,Arts,9/14/2018,Friday
"""Too Much Light Makes the Baby Go Blind"" by Greg Allen.",Music/Theatre/Dance,9/14/2018,Friday
Study abroad deadline: Bilateral Exchange programs,Academic,9/15/2018,Saturday
2018 Corps of Cadets Reunion,Corps,9/15/2018,Saturday
Pamplin College of Business Tailgate,Athletics,9/15/2018,Saturday
Pregame HokieTalks,Academic,9/15/2018,Saturday
Hokie Family Tailgate,Special Event,9/15/2018,Saturday
Art Exhibit: Community Narrative,Arts,9/15/2018,Saturday
Art Exhibit: Community Narrative,Arts,9/16/2018,Sunday
Fall Census,Administration,9/17/2018,Monday
Campus Kitchen Monday Delivery,Service,9/17/2018,Monday
Art Exhibit: Community Narrative,Arts,9/17/2018,Monday
Professional and Scholarship Development Series - Writing Personal Statements,Academic,9/17/2018,Monday
Campus Kitchen Tuesday Delivery,Service,9/18/2018,Tuesday
Setting and Achieving Goals,Administration,9/18/2018,Tuesday
Content Creation Tips and Tricks for ...,Seminar/Conference,9/18/2018,Tuesday
Using Illustrator,Seminar/Conference,9/18/2018,Tuesday
Art Exhibit: Community Narrative,Arts,9/18/2018,Tuesday
Using InDesign,Seminar/Conference,9/18/2018,Tuesday
Student Event Series: Tour of the Hahn Horticulture Garden,Special Event,9/18/2018,Tuesday
7th Annual Hispanic Film Series,Movie/Film,9/18/2018,Tuesday
Campus Kitchen Wednesday Delivery (1st shift),Service,9/19/2018,Wednesday
Transformational Leadership,Administration,9/19/2018,Wednesday
Using Canvas to Complete Pathways Ass...,Seminar/Conference,9/19/2018,Wednesday
Campus Kitchen Wedneday Delivery (2nd Shift),Service,9/19/2018,Wednesday
Art Exhibit: Community Narrative,Arts,9/19/2018,Wednesday
Walk or Talk Series: Mindfulness in the Garden,Special Event,9/19/2018,Wednesday
Information Session: EDCI 3954/5954: Informal Learning in Northern England (Study Abroad),Academic,9/19/2018,Wednesday
Virginia Tech Women's Club Welcome Reception,Club,9/19/2018,Wednesday
Career Scope 2018 - Reception/Meeting,Special Event,9/19/2018,Wednesday
KickStart VT LivePitch Finals,Entrepreneurship,9/19/2018,Wednesday
Campus Kitchen Thursday Delivery,Service,9/20/2018,Thursday
Career Scope 2018 - Career Fair,Special Event,9/20/2018,Thursday
Using Canvas to Complete Pathways Ass...,Seminar/Conference,9/20/2018,Thursday
Pathways Assessment: How to Prepare a...,Seminar/Conference,9/20/2018,Thursday
Staff Senate Meeting,Seminar/Conference,9/20/2018,Thursday
Art Exhibit: Community Narrative,Arts,9/20/2018,Thursday
"Villages of West Africa - Steven & Cathi House, House + House Architects",College of Architecture and Urban Studies,9/20/2018,Thursday
Minors Information Session,Academic,9/20/2018,Thursday
Between Indios and Indigenistas:  Disseminating Lettered Practices in the Andes,Academic,9/20/2018,Thursday
Opening Reception for Visiting Artist Willie Cole,Arts,9/20/2018,Thursday
VT in Spain Meeting,Academic,9/20/2018,Thursday
VT Evening MBA Information Session - ONLINE,National Capital Region,9/20/2018,Thursday
Spieleabend (German Game Night),Club,9/20/2018,Thursday
#VTDITC vol 10: Intro to DJing & Fair Use,Music/Theatre/Dance,9/20/2018,Thursday
#VTDITC vol 10: Intro to DJing & Fair Use,Music/Theatre/Dance,9/20/2018,Thursday
Effective Meetings,Administration,9/21/2018,Friday
Art Exhibit: Community Narrative,Arts,9/21/2018,Friday
Sheep Field Day and Forage-based Ram Sale,Service,9/21/2018,Friday
Feeding America service trip,Service,9/21/2018,Friday
Handling Difficult Conversations in t...,Seminar/Conference,9/21/2018,Friday
Campus Kitchen Friday Delivery,Service,9/21/2018,Friday
Classics Club Meeting,Club,9/21/2018,Friday
Beer Pairing Dinner - SOLD OUT,Special Event,9/21/2018,Friday
'Histoire du Soldat' by Igor Stravinsky,Music/Theatre/Dance,9/21/2018,Friday
Apple Ridge Farm service trip,Service,9/22/2018,Saturday
Plenty! Farm & Food Bank service trip,Service,9/22/2018,Saturday
Art Exhibit: Community Narrative,Arts,9/22/2018,Saturday
Progeny Short Film Festival,Movie/Film,9/22/2018,Saturday
'Histoire du Soldat' by Igor Stravinsky,Music/Theatre/Dance,9/22/2018,Saturday
Art Exhibit: Community Narrative,Arts,9/23/2018,Sunday
2018 Commonwealth of Virginia Campaign Kick Off,Administration,9/24/2018,Monday
Living and Learning Abroad:  Study Abroad Experiences of CLAHS Students,Academic,9/24/2018,Monday
Campus Kitchen Monday Delivery,Service,9/24/2018,Monday
Art Exhibit: Community Narrative,Arts,9/24/2018,Monday
Foodshed Field School: Manejo de Plagas y Salud del Suelo (Spanish only) ,Special Event,9/24/2018,Monday
Pathways Assessment: How to Prepare a...,Seminar/Conference,9/24/2018,Monday
CNRE Career Fair Reception,Special Event,9/24/2018,Monday
Study Abroad Week Event: Study Abroad 101 Presentation ,Special Event,9/24/2018,Monday
CNRE Career Fair,Special Event,9/25/2018,Tuesday
Living and Learning Abroad:  Study Abroad Experiences of CLAHS Students,Academic,9/25/2018,Tuesday
Campus Kitchen Tuesday Delivery,Service,9/25/2018,Tuesday
Managing Conflict,Administration,9/25/2018,Tuesday
Healthy Land for Healthy Horses,Seminar/Conference,9/25/2018,Tuesday
Creating Content with Screen Recordin...,Seminar/Conference,9/25/2018,Tuesday
WEBINAR: Turfgrass Tuesday - Promoting Bluebirds,Seminar/Conference,9/25/2018,Tuesday
Using Canvas to Complete Pathways Ass...,Seminar/Conference,9/25/2018,Tuesday
Art Exhibit: Community Narrative,Arts,9/25/2018,Tuesday
Coffee Hour Conversation with Jack Levin,Academic,9/25/2018,Tuesday
PPE Reading Group,Academic,9/25/2018,Tuesday
Violence of Hate,Academic,9/25/2018,Tuesday
Dr. Annette Vee,Special Event,9/25/2018,Tuesday
Women in STEM,Academic,9/25/2018,Tuesday
Study Abroad Week Event: Funding your Study Abroad: Scholarships and Grants Student Panel,Special Event,9/25/2018,Tuesday
7th Annual Hispanic Film Series,Movie/Film,9/25/2018,Tuesday
"""Decision Height"" by Meredith Dayna Levy ",Music/Theatre/Dance,9/25/2018,Tuesday
Living and Learning Abroad:  Study Abroad Experiences of CLAHS Students,Academic,9/26/2018,Wednesday
Campus Kitchen Wednesday Delivery (1st shift),Service,9/26/2018,Wednesday
Campus Kitchen Wedneday Delivery (2nd Shift),Service,9/26/2018,Wednesday
Majors Fair,Academic,9/26/2018,Wednesday
Global Education Fall Fair,Academic,9/26/2018,Wednesday
Has Ageism Declined?,Academic,9/26/2018,Wednesday
OAE: Certificate Assessment Planning,Seminar/Conference,9/26/2018,Wednesday
Art Exhibit: Community Narrative,Arts,9/26/2018,Wednesday
Walk or Talk Series: Meet the Artist Gerri Young,Special Event,9/26/2018,Wednesday
Evening MBA Information Session - Falls Church,National Capital Region,9/26/2018,Wednesday
Growing Industrial Hemp in the Shenandoah Valley,Seminar/Conference,9/26/2018,Wednesday
Reading by Author Steve Tomasula,Special Event,9/26/2018,Wednesday
"""Decision Height"" by Meredith Dayna Levy ",Music/Theatre/Dance,9/26/2018,Wednesday
Venture Builders Workshop: Elevator Pitches,Entrepreneurship,9/26/2018,Wednesday
Living and Learning Abroad:  Study Abroad Experiences of CLAHS Students,Academic,9/27/2018,Thursday
Campus Kitchen Thursday Delivery,Service,9/27/2018,Thursday
Dimensions of Management for Successful Leaders,Administration,9/27/2018,Thursday
How Muslims Have Imagined Life in the Universe,Academic,9/27/2018,Thursday
Creating and Managing Online Groupwork,Seminar/Conference,9/27/2018,Thursday
Art Exhibit: Community Narrative,Arts,9/27/2018,Thursday
Land Use and Brazil's Challenges in the Global Climate Change Agenda,Seminar/Conference,9/27/2018,Thursday
Tools and Strategies for Interaction ...,Seminar/Conference,9/27/2018,Thursday
Corps Lab speaker: Blacksburg Police Chief Anthony Wilson,Corps,9/27/2018,Thursday
Living and Learning Abroad Exhibit Opening Reception,Academic,9/27/2018,Thursday
Frida Kahlo and Other Tormented Icons of Contemporary Mexican Lit and Culture,Academic,9/27/2018,Thursday
Low Stress Weaning Workshop,Seminar/Conference,9/27/2018,Thursday
Gallery Talk: Brian Britt on John Brown,Academic,9/27/2018,Thursday
Study Abroad Week Event: What I did last Summer 2018 Student Panel,Special Event,9/27/2018,Thursday
Multiple Blindings: American Urban Illuminations,Seminar/Conference,9/27/2018,Thursday
Women in STEM,Academic,9/27/2018,Thursday
"""Decision Height"" by Meredith Dayna Levy ",Music/Theatre/Dance,9/27/2018,Thursday
Payday,Administration,9/28/2018,Friday
Living and Learning Abroad:  Study Abroad Experiences of CLAHS Students,Academic,9/28/2018,Friday
Art Exhibit: Community Narrative,Arts,9/28/2018,Friday
Pulaski Grow service trip,Service,9/28/2018,Friday
Feeding America service trip,Service,9/28/2018,Friday
"""What is it to be human?: Philosophical Anthropology in Late-Twentieth Century Architectural Theory.""",Special Event,9/28/2018,Friday
Using Canvas to Complete Pathways Ass...,Seminar/Conference,9/28/2018,Friday
Campus Kitchen Friday Delivery,Service,9/28/2018,Friday
2018 Distinguished Marjorie Grene Speaker: Katherine Brading (Duke University),Academic,9/28/2018,Friday
Classics Club Meeting,Club,9/28/2018,Friday
Study Abroad Week Event: Semester-long and beyond Student Panel,Special Event,9/28/2018,Friday
Virginia Tech Trumpet Festival 2018,Music/Theatre/Dance,9/28/2018,Friday
"""Decision Height"" by Meredith Dayna Levy ",Music/Theatre/Dance,9/28/2018,Friday
Caldwell March,Corps,9/29/2018,Saturday
Living and Learning Abroad:  Study Abroad Experiences of CLAHS Students,Academic,9/29/2018,Saturday
Apple Ridge Farm service trip,Service,9/29/2018,Saturday
Fall Gardening Workshop,Seminar/Conference,9/29/2018,Saturday
Art Exhibit: Community Narrative,Arts,9/29/2018,Saturday
Living and Learning Abroad:  Study Abroad Experiences of CLAHS Students,Academic,9/30/2018,Sunday
Art Exhibit: Community Narrative,Arts,9/30/2018,Sunday
"""Decision Height"" by Meredith Dayna Levy ",Music/Theatre/Dance,9/30/2018,Sunday
Virginia Tech Trumpet Festival 2018,Music/Theatre/Dance,9/30/2018,Sunday
"Itzhak Perlman, violin, and Rohan de Silva, piano",Arts,9/30/2018,Sunday
"""Decision Height"" by Meredith Dayna Levy ",Music/Theatre/Dance,9/30/2018,Sunday
Last day to drop Fall 2018 classes,Academic,10/1/2018,Monday
Living and Learning Abroad:  Study Abroad Experiences of CLAHS Students,Academic,10/1/2018,Monday
Campus Kitchen Monday Delivery,Service,10/1/2018,Monday
LED: Mastery of Online Instruction (B...,Seminar/Conference,10/1/2018,Monday
"Aerospace, Defense, and Intelligence Career Fair",Academic,10/1/2018,Monday
Art Exhibit: Community Narrative,Arts,10/1/2018,Monday
ASPECT Awards Ceremony,Academic,10/1/2018,Monday
WGS 2018-19 Film Series Event Kickoff,Special Event,10/1/2018,Monday
"""Decision Height"" by Meredith Dayna Levy ",Music/Theatre/Dance,10/1/2018,Monday
Living and Learning Abroad:  Study Abroad Experiences of CLAHS Students,Academic,10/2/2018,Tuesday
Campus Kitchen Tuesday Delivery,Service,10/2/2018,Tuesday
Leading Change,Administration,10/2/2018,Tuesday
Creating Effective Presentations usin...,Seminar/Conference,10/2/2018,Tuesday
Effective Presentations-Camtasia ,Seminar/Conference,10/2/2018,Tuesday
Art Exhibit: Community Narrative,Arts,10/2/2018,Tuesday
VT Online Master of Information Technology Info Session,Academic,10/2/2018,Tuesday
Greene County Beef Producers Meeting,Seminar/Conference,10/2/2018,Tuesday
Campus-Community Emergency Response Team Training,Service,10/2/2018,Tuesday
7th Annual Hispanic Film Series,Movie/Film,10/2/2018,Tuesday
"""Decision Height"" by Meredith Dayna Levy ",Music/Theatre/Dance,10/2/2018,Tuesday
Living and Learning Abroad:  Study Abroad Experiences of CLAHS Students,Academic,10/3/2018,Wednesday
Campus Kitchen Wednesday Delivery (1st shift),Service,10/3/2018,Wednesday
Campus Kitchen Wednesday Delivery (2nd shift),Service,10/3/2018,Wednesday
OAE:  Using Focus Groups to Collect Q...,Seminar/Conference,10/3/2018,Wednesday
Walk-In Flu Shot Clinic,Special Event,10/3/2018,Wednesday
Office for Strategic Affairs Campus Conversations,National Capital Region,10/3/2018,Wednesday
Art Exhibit: Community Narrative,Arts,10/3/2018,Wednesday
Shenandoah Nursery and Greenhouse Association Fall Tour: Page County,Special Event,10/3/2018,Wednesday
Office for Strategic Affairs Campus Conversations,National Capital Region,10/3/2018,Wednesday
Emerging Scholar Lecture,Special Event,10/3/2018,Wednesday
Office for Strategic Affairs Campus Conversations,National Capital Region,10/3/2018,Wednesday
Venture Builders Workshop: Co-Founders and Team Formation,Entrepreneurship,10/3/2018,Wednesday
Living and Learning Abroad:  Study Abroad Experiences of CLAHS Students,Academic,10/4/2018,Thursday
Campus Kitchen Thursday Delivery,Service,10/4/2018,Thursday
Emotional Intelligence,Administration,10/4/2018,Thursday
OAE: Rubric Development and Alignment,Seminar/Conference,10/4/2018,Thursday
Art Exhibit: Community Narrative,Arts,10/4/2018,Thursday
Gender gaps in smallholder agriculture in Nicaragua and Guatemala: The role of international labor migration,Academic,10/4/2018,Thursday
Creating Effective Presentations usin...,Seminar/Conference,10/4/2018,Thursday
Real Estate Asset Management in a European Context,Academic,10/4/2018,Thursday
"History Club/Phi Alpha Theta: ""Summer in History""",Special Event,10/4/2018,Thursday
Living and Learning Abroad:  Study Abroad Experiences of CLAHS Students,Academic,10/5/2018,Friday
Fall Forestry and Wildlife Field Tours: Buchanan County,Special Event,10/5/2018,Friday
Reducing Implicit Bias and Stereotype...,Seminar/Conference,10/5/2018,Friday
2018 Arlington/Alexandria Urban Agriculture Symposium ,Seminar/Conference,10/5/2018,Friday
Art Exhibit: Community Narrative,Arts,10/5/2018,Friday
Info session for Peru service immersion trip,Service,10/5/2018,Friday
Overview of the Commonwealth of Virginia 457 Deferred Compensation Plan and Virginia Cash Match Plan,Administration,10/5/2018,Friday
Campus Kitchen Friday Delivery,Service,10/5/2018,Friday
Classics Club Meeting,Club,10/5/2018,Friday
Kaffeeklatsch,Academic,10/5/2018,Friday
Tomato Pathways,Special Event,10/5/2018,Friday
El Septeto Santiaguero,Arts,10/5/2018,Friday
Living and Learning Abroad:  Study Abroad Experiences of CLAHS Students,Academic,10/6/2018,Saturday
Virginia-Maryland College of Veterinary Medicine Tailgate,Athletics,10/6/2018,Saturday
Pregame HokieTalks,Academic,10/6/2018,Saturday
Art Exhibit: Community Narrative,Arts,10/6/2018,Saturday
Living and Learning Abroad:  Study Abroad Experiences of CLAHS Students,Academic,10/7/2018,Sunday
Art Exhibit: Community Narrative,Arts,10/7/2018,Sunday
"Wind Ensemble, Symphony Band",Music/Theatre/Dance,10/7/2018,Sunday
Human Flow Documentary,Movie/Film,10/7/2018,Sunday
Columbus Day,Break/Holiday,10/8/2018,Monday
Living and Learning Abroad:  Study Abroad Experiences of CLAHS Students,Academic,10/8/2018,Monday
Campus Kitchen Monday Delivery,Service,10/8/2018,Monday
Art Exhibit: Community Narrative,Arts,10/8/2018,Monday
ASPECT Books,Academic,10/8/2018,Monday
Professional and Scholarship Development Series - Crafting Resumes and CVs,Academic,10/8/2018,Monday
Herbs: Preserving the Harvest,Seminar/Conference,10/8/2018,Monday
"Music on Mondays, featuring Idit Shner, saxophone | Eunhye Grace Choi, piano",Music/Theatre/Dance,10/8/2018,Monday
Living and Learning Abroad:  Study Abroad Experiences of CLAHS Students,Academic,10/9/2018,Tuesday
Campus Kitchen Tuesday Delivery,Service,10/9/2018,Tuesday
Spectrum Career Fair,Special Event,10/9/2018,Tuesday
"2018 Graduate Philosophy Conference: Philosophy of Race, Gender, and Social Groups",Academic,10/9/2018,Tuesday
Art Exhibit: Community Narrative,Arts,10/9/2018,Tuesday
Incident Command System 100 Training ,Service,10/9/2018,Tuesday
Pylon Dedication Ceremony,Corps,10/9/2018,Tuesday
PPE Reading Group,Academic,10/9/2018,Tuesday
Student Event Series: All about Air Plants,Special Event,10/9/2018,Tuesday
Campus-Community Emergency Response Team Training,Service,10/9/2018,Tuesday
7th Annual Hispanic Film Series,Movie/Film,10/9/2018,Tuesday
Class of 2020 Ring Premiere and Fireworks,Special Event,10/9/2018,Tuesday
Living and Learning Abroad:  Study Abroad Experiences of CLAHS Students,Academic,10/10/2018,Wednesday
Campus Kitchen Wednesday Delivery (1st shift),Service,10/10/2018,Wednesday
Healthy Land for Healthy Horses,Seminar/Conference,10/10/2018,Wednesday
Campus Kitchen Wedneday Delivery (2nd Shift),Service,10/10/2018,Wednesday
Careers in Science Job Fair,Special Event,10/10/2018,Wednesday
Art Exhibit: Community Narrative,Arts,10/10/2018,Wednesday
Wednesday Walk or Talk: Effects of Urbanization on Song Sparrows,Special Event,10/10/2018,Wednesday
Intersections: Crossdisciplinary conversations about social injustice and the built environment - privilege,Academic,10/10/2018,Wednesday
Painting for Non-Majors Exhibition,Arts,10/10/2018,Wednesday
Hokies in 757,Special Event,10/10/2018,Wednesday
Venture Builders Workshop: Market Channels,Entrepreneurship,10/10/2018,Wednesday
Living and Learning Abroad:  Study Abroad Experiences of CLAHS Students,Academic,10/11/2018,Thursday
Campus Kitchen Thursday Delivery,Service,10/11/2018,Thursday
Fundamentals of Customer Services,Administration,10/11/2018,Thursday
Healthy Land for Healthy Horses,Seminar/Conference,10/11/2018,Thursday
CLAHS Study Abroad Expo,Academic,10/11/2018,Thursday
College of Liberal Arts and Human Sciences Study Abroad Expo,Special Event,10/11/2018,Thursday
Art Exhibit: Community Narrative,Arts,10/11/2018,Thursday
2018 Livestock and Forage Field Day,Special Event,10/11/2018,Thursday
Qualtrics Basics - Understanding Surve...,Seminar/Conference,10/11/2018,Thursday
#VTDITC vol 11: 2nd Annual Beat Battle & Music Production Workshop,Music/Theatre/Dance,10/11/2018,Thursday
Badstar: A concert of immersive audio + video,Music/Theatre/Dance,10/11/2018,Thursday
Fall Family Weekend,Special Event,10/12/2018,Friday
Living and Learning Abroad:  Study Abroad Experiences of CLAHS Students,Academic,10/12/2018,Friday
Fall Forestry and Wildlife Field Tours,Special Event,10/12/2018,Friday
"Employee Retirement Planning Session: VRS, ORP and other Retirement Benefits  ",Administration,10/12/2018,Friday
Art Exhibit: Community Narrative,Arts,10/12/2018,Friday
Pulaski Grow service trip,Service,10/12/2018,Friday
Feeding America service trip,Service,10/12/2018,Friday
Minors Information Session,Academic,10/12/2018,Friday
Campus Kitchen Friday Delivery,Service,10/12/2018,Friday
Classics Club Meeting,Club,10/12/2018,Friday
"Philosophy Colloquium: Deborah Mayo, Virginia Tech ",Academic,10/12/2018,Friday
International Cafe Hour - the continent of Africa,Special Event,10/12/2018,Friday
"Ambient Orchestra: David Bowie's ""Blackstar""",Arts,10/12/2018,Friday
Badstar: A concert of immersive audio + video,Music/Theatre/Dance,10/12/2018,Friday
Fall Family Weekend,Special Event,10/13/2018,Saturday
Living and Learning Abroad:  Study Abroad Experiences of CLAHS Students,Academic,10/13/2018,Saturday
Apple Ridge Farm service trip,Service,10/13/2018,Saturday
